Time BloodFlow 	Volume hart
2.54	-6.5	-1.63	0.071
2.545	-4.7	-1.65	0.054
2.55	-2.9	-1.66	0.031
2.555	-1.4	-1.65	0.041
2.56	0.4	-1.64	0.054
2.565	2.1	-1.63	0.034
2.57	3.5	-1.60	0.025
2.575	4.9	-1.57	0.048
2.58	6.1	-1.53	0.045
2.585	7.0	-1.49	0.044
2.59	7.6	-1.44	0.066
2.595	8.2	-1.39	0.043
2.6	8.6	-1.34	0.026
2.605	8.6	-1.29	0.027
2.61	8.5	-1.24	0.035
2.615	8.3	-1.20	0.034
2.62	7.7	-1.15	0.035
2.625	7.1	-1.11	0.063
2.63	6.4	-1.07	0.069
2.635	5.6	-1.04	0.062
2.64	4.5	-1.01	0.018
2.645	3.4	-0.99	0.011
2.65	2.1	-0.97	0.020
2.655	0.6	-0.97	0.041
2.66	-0.7	-0.97	0.048
2.665	-2.0	-0.97	0.049
2.67	-3.4	-0.98	0.064
2.675	-4.7	-1.00	0.071
2.68	-5.7	-1.02	0.057
2.685	-6.8	-1.05	0.037
2.69	-7.8	-1.09	0.039
2.695	-8.5	-1.12	0.045
2.7	-9.2	-1.16	0.064
2.705	-10.0	-1.21	0.048
2.71	-10.6	-1.26	0.010
2.715	-11.0	-1.30	0.008
2.72	-11.5	-1.36	0.021
2.725	-11.7	-1.41	0.051
2.73	-11.7	-1.46	0.050
2.735	-11.7	-1.51	0.023
2.74	-11.7	-1.56	0.043
2.745	-11.5	-1.61	0.077
2.75	-11.3	-1.66	0.088
2.755	-11.1	-1.71	0.088
2.76	-10.8	-1.75	0.108
2.765	-10.2	-1.79	0.103
2.77	-9.7	-1.83	0.084
2.775	-9.1	-1.87	0.071
2.78	-8.5	-1.90	0.111
2.785	-8.0	-1.93	0.104
2.79	-7.7	-1.96	0.078
2.795	-7.1	-1.99	0.086
2.8	-6.5	-2.01	0.114
2.805	-6.1	-2.03	0.090
2.81	-5.5	-2.05	0.122
2.815	-5.0	-2.06	0.159
2.82	-4.7	-2.08	0.117
2.825	-4.5	-2.09	0.073
2.83	-4.3	-2.10	0.064
2.835	-4.2	-2.11	0.057
2.84	-4.2	-2.12	0.039
2.845	-4.0	-2.13	0.032
2.85	-3.9	-2.14	0.052
2.855	-3.8	-2.15	0.061
2.86	-3.7	-2.16	0.097
2.865	-3.6	-2.16	0.057
2.87	-3.7	-2.17	0.028
2.875	-3.6	-2.18	0.036
2.88	-3.5	-2.18	0.056
2.885	-3.7	-2.19	0.041
2.89	-3.8	-2.20	0.051
2.895	-3.9	-2.21	0.048
2.9	-3.9	-2.22	0.054
2.905	-4.1	-2.23	0.049
2.91	-4.2	-2.24	0.044
2.915	-4.1	-2.25	0.035
2.92	-4.2	-2.25	0.088
2.925	-4.2	-2.26	0.177
2.93	-4.1	-2.27	0.346
2.935	-4.2	-2.28	0.535
2.94	-4.4	-2.29	0.626
2.945	-4.3	-2.30	0.500
2.95	-4.3	-2.31	0.246
2.955	-4.3	-2.32	-0.021
2.96	-4.2	-2.33	-0.109
2.965	-4.2	-2.34	-0.076
2.97	-4.3	-2.35	0.018
2.975	-4.4	-2.36	0.086
2.98	-4.4	-2.37	0.124
2.985	-4.5	-2.38	0.129
2.99	-4.4	-2.39	0.121
2.995	-4.3	-2.40	0.114
3	-4.2	-2.41	0.104
3.005	-3.7	-2.42	0.097
3.01	-4.0	-2.43	0.099
3.015	-3.8	-2.43	0.098
3.02	-3.9	-2.44	0.077
3.025	-4.0	-2.45	0.064
3.03	-3.8	-2.46	0.063
3.035	-3.8	-2.46	0.082
3.04	-4.2	-2.47	0.094
3.045	-4.5	-2.48	0.096
3.05	-4.9	-2.49	0.097
3.055	-5.3	-2.51	0.113
3.06	-5.5	-2.52	0.114
3.065	-5.6	-2.54	0.108
3.07	-5.8	-2.55	0.103
3.075	-6.1	-2.57	0.107
3.08	-6.2	-2.59	0.106
3.085	-6.5	-2.61	0.099
3.09	-6.7	-2.63	0.119
3.095	-6.9	-2.65	0.111
3.1	-6.9	-2.67	0.124
3.105	-7.0	-2.69	0.123
3.11	-6.9	-2.72	0.112
3.115	-6.4	-2.73	0.126
3.12	-6.2	-2.75	0.149
3.125	-6.0	-2.77	0.153
3.13	-5.6	-2.78	0.158
3.135	-5.3	-2.79	0.159
3.14	-4.7	-2.80	0.163
3.145	-3.7	-2.81	0.151
3.15	-2.2	-2.81	0.185
3.155	-0.3	-2.79	0.197
3.16	2.5	-2.77	0.196
3.165	5.8	-2.72	0.203
3.17	9.2	-2.66	0.239
3.175	12.9	-2.59	0.263
3.18	16.7	-2.49	0.264
3.185	19.9	-2.38	0.263
3.19	22.6	-2.25	0.266
3.195	25.1	-2.12	0.272
3.2	26.9	-1.97	0.301
3.205	28.0	-1.82	0.319
3.21	28.9	-1.67	0.326
3.215	29.4	-1.51	0.337
3.22	29.4	-1.36	0.341
3.225	29.0	-1.21	0.342
3.23	28.2	-1.06	0.321
3.235	27.0	-0.92	0.310
3.24	25.4	-0.79	0.293
3.245	23.6	-0.67	0.229
3.25	21.4	-0.56	0.166
3.255	18.9	-0.46	0.136
3.26	16.2	-0.38	0.130
3.265	13.6	-0.31	0.143
3.27	10.7	-0.25	0.116
3.275	7.8	-0.21	0.096
3.28	5.2	-0.18	0.082
3.285	2.6	-0.17	0.048
3.29	0.2	-0.17	0.052
3.295	-1.9	-0.18	0.012
3.3	-3.8	-0.19	0.024
3.305	-5.7	-0.22	0.028
3.31	-7.2	-0.26	0.016
3.315	-8.4	-0.30	0.018
3.32	-9.5	-0.34	0.018
3.325	-10.2	-0.39	0.016
3.33	-10.5	-0.44	0.017
3.335	-10.7	-0.49	0.011
3.34	-10.7	-0.55	-0.005
3.345	-10.2	-0.59	0.010
3.35	-9.8	-0.64	0.036
3.355	-9.3	-0.68	0.043
3.36	-8.9	-0.72	0.058
3.365	-8.4	-0.76	0.052
3.37	-7.9	-0.80	0.019
3.375	-7.5	-0.83	-0.007
3.38	-7.2	-0.86	0.002
3.385	-7.0	-0.89	0.022
3.39	-6.7	-0.92	0.034
3.395	-5.9	-0.95	0.044
3.4	-5.1	-0.97	0.044
3.405	-4.2	-0.99	0.024
3.41	-3.1	-1.00	0.009
3.415	-1.8	-1.00	-0.001
3.42	-0.6	-1.00	0.011
3.425	0.6	-0.99	0.036
3.43	1.7	-0.98	0.048
3.435	2.4	-0.96	0.050
3.44	3.3	-0.94	0.051
3.445	3.9	-0.91	0.045
3.45	4.2	-0.89	0.035
3.455	4.5	-0.86	0.029
3.46	5.2	-0.83	0.036
3.465	5.7	-0.80	0.034
3.47	5.8	-0.77	0.019
3.475	5.9	-0.73	0.015
3.48	5.8	-0.70	0.019
3.485	5.6	-0.67	0.001
3.49	5.2	-0.64	0.004
3.495	5.1	-0.61	-0.013
3.5	4.7	-0.58	0.019
3.505	4.0	-0.56	0.014
3.51	3.3	-0.54	0.006
3.515	2.4	-0.53	0.029
3.52	1.7	-0.52	0.042
3.525	0.2	-0.51	0.029
3.53	-0.6	-0.51	0.033
3.535	-1.5	-0.52	-0.015
3.54	-2.2	-0.53	0.000
3.545	-3.1	-0.54	0.032
3.55	-4.1	-0.56	0.019
3.555	-5.0	-0.58	0.001
3.56	-5.8	-0.61	-0.004
3.565	-6.6	-0.64	0.021
3.57	-7.4	-0.67	0.037
3.575	-8.3	-0.71	0.028
3.58	-8.9	-0.75	0.018
3.585	-9.5	-0.79	0.028
3.59	-10.0	-0.84	0.035
3.595	-10.1	-0.88	0.031
3.6	-10.1	-0.93	0.007
3.605	-10.2	-0.98	0.010
3.61	-10.0	-1.02	0.036
3.615	-9.7	-1.06	0.029
3.62	-9.5	-1.11	0.016
3.625	-9.2	-1.15	0.010
3.63	-8.8	-1.19	-0.001
3.635	-8.4	-1.22	-0.012
3.64	-8.1	-1.26	-0.007
3.645	-7.7	-1.29	0.009
3.65	-7.4	-1.32	0.030
3.655	-7.2	-1.35	0.026
3.66	-6.9	-1.38	0.038
3.665	-6.5	-1.40	0.054
3.67	-6.3	-1.43	0.063
3.675	-6.0	-1.45	0.030
3.68	-5.6	-1.47	0.036
3.685	-5.4	-1.49	0.048
3.69	-5.2	-1.51	0.077
3.695	-5.0	-1.53	0.086
3.7	-4.8	-1.54	0.077
3.705	-4.7	-1.56	0.040
3.71	-4.4	-1.57	0.050
3.715	-4.2	-1.58	0.035
3.72	-4.1	-1.60	0.058
3.725	-4.0	-1.61	0.093
3.73	-3.9	-1.62	0.095
3.735	-3.8	-1.63	0.087
3.74	-3.8	-1.64	0.062
3.745	-3.7	-1.65	0.031
3.75	-3.6	-1.66	0.004
3.755	-3.7	-1.67	0.013
3.76	-3.5	-1.68	0.032
3.765	-3.1	-1.69	0.044
3.77	-2.8	-1.69	0.026
3.775	-3.2	-1.70	0.027
3.78	-3.2	-1.71	0.040
3.785	-3.3	-1.72	0.039
3.79	-3.4	-1.73	0.033
3.795	-3.4	-1.73	0.049
3.8	-3.5	-1.74	0.030
3.805	-3.6	-1.75	0.022
3.81	-3.6	-1.76	0.016
3.815	-3.6	-1.77	0.025
3.82	-3.8	-1.78	0.014
3.825	-3.9	-1.79	0.041
3.83	-4.0	-1.80	0.072
3.835	-4.2	-1.82	0.089
3.84	-4.5	-1.83	0.181
3.845	-4.5	-1.84	0.369
3.85	-4.6	-1.86	0.546
3.855	-4.7	-1.87	0.581
3.86	-4.8	-1.88	0.459
3.865	-4.8	-1.90	0.215
3.87	-4.9	-1.91	-0.049
3.875	-4.9	-1.93	-0.122
3.88	-4.8	-1.94	-0.076
3.885	-4.7	-1.96	-0.006
3.89	-4.6	-1.97	0.077
3.895	-4.3	-1.98	0.124
3.9	-4.2	-1.99	0.149
3.905	-4.2	-2.00	0.114
3.91	-4.1	-2.01	0.088
3.915	-4.0	-2.02	0.076
3.92	-4.1	-2.03	0.082
3.925	-4.0	-2.04	0.088
3.93	-3.5	-2.05	0.096
